Date,Country,City,Specie,count,min (ug/m3),max (ug/m3),median (ug/m3)
2018-02-26,CN,Beijing,pm25,445,63.2,262.6,129.0
2018-05-02,CN,Beijing,pm25,440,3.1,74.8,14.9
2018-06-10,CN,Beijing,pm25,473,8.1,96.1,36.7
2018-06-27,CN,Beijing,pm25,453,1.2,165.6,17.8
2018-04-10,CN,Beijing,pm25,426,3.1,148.4,22.0
2018-04-17,CN,Beijing,pm25,416,44.0,239.3,94.2
2018-03-04,CN,Beijing,pm25,452,3.1,235.2,44.8
2018-03-09,CN,Beijing,pm25,452,44.0,218.1,90.3
2018-03-26,CN,Beijing,pm25,453,46.8,208.0,121.3
2018-01-06,CN,Beijing,pm25,419,3.1,195.9,13.0
2018-01-21,CN,Beijing,pm25,429,14.9,57.4,33.9
2018-06-12,CN,Beijing,pm25,459,21.1,215.0,80.6
2018-06-25,CN,Beijing,pm25,476,22.0,170.6,69.0
2018-06-26,CN,Beijing,pm25,477,7.2,208.0,129.0
2018-06-30,CN,Beijing,pm25,478,13.0,69.0,31.1
2018-03-12,CN,Beijing,pm25,452,67.1,290.8,136.8
2018-03-25,CN,Beijing,pm25,433,25.8,140.7,57.4
2018-06-28,CN,Beijing,pm25,455,2.1,31.1,8.1
2018-05-16,CN,Beijing,pm25,433,3.1,238.2,109.7
2018-05-29,CN,Beijing,pm25,359,2.1,180.7,12.0
2018-05-20,CN,Beijing,pm25,438,10.0,105.8,34.9
2018-01-03,CN,Beijing,pm25,420,3.1,59.3,10.0
2018-02-05,CN,Beijing,pm25,402,3.1,29.2,7.2
2018-02-18,CN,Beijing,pm25,448,78.7,195.9,119.4
2018-02-20,CN,Beijing,pm25,448,3.1,212.0,33.9
2018-03-20,CN,Beijing,pm25,426,3.1,72.9,22.0
2018-04-02,CN,Beijing,pm25,453,36.7,324.1,244.3
2018-04-13,CN,Beijing,pm25,436,12.0,195.9,37.9
2018-04-26,CN,Beijing,pm25,444,11.0,168.6,107.7
2018-01-27,CN,Beijing,pm25,412,23.0,146.5,92.2
2018-02-10,CN,Beijing,pm25,432,3.1,67.1,10.0
2018-05-19,CN,Beijing,pm25,430,14.0,67.1,36.7
2018-06-21,CN,Beijing,pm25,449,7.2,182.7,30.1
2018-04-08,CN,Beijing,pm25,453,15.9,96.1,38.7
2018-05-04,CN,Beijing,pm25,436,13.0,252.5,59.3
2018-05-23,CN,Beijing,pm25,448,7.2,182.7,54.9
2018-06-08,CN,Beijing,pm25,456,3.1,54.9,16.8
2018-07-01,CN,Beijing,pm25,470,12.0,109.7,40.7
2018-03-19,CN,Beijing,pm25,449,6.0,177.7,59.3
2018-03-24,CN,Beijing,pm25,456,3.1,350.4,69.0
2018-05-09,CN,Beijing,pm25,388,23.0,123.2,44.0
2018-01-29,CN,Beijing,pm25,345,3.1,76.8,8.1
2018-03-28,CN,Beijing,pm25,455,22.0,285.8,136.8
2018-03-30,CN,Beijing,pm25,428,3.1,111.6,33.9
2018-06-24,CN,Beijing,pm25,476,22.0,88.4,50.9
2018-01-30,CN,Beijing,pm25,426,3.1,129.0,12.0
2018-02-01,CN,Beijing,pm25,412,3.1,127.1,37.9
2018-04-07,CN,Beijing,pm25,399,3.1,57.4,13.0
2018-04-14,CN,Beijing,pm25,444,3.1,255.5,28.2
2018-04-15,CN,Beijing,pm25,449,3.1,286.8,25.8
2018-04-21,CN,Beijing,pm25,437,3.1,164.6,90.3
2018-04-23,CN,Beijing,pm25,449,3.1,41.9,15.9
2018-02-21,CN,Beijing,pm25,447,3.1,206.0,34.9
2018-03-21,CN,Beijing,pm25,444,3.1,92.2,55.5
2018-01-17,CN,Beijing,pm25,417,3.1,96.1,61.3
2018-04-06,CN,Beijing,pm25,430,3.1,86.4,11.0
2018-05-10,CN,Beijing,pm25,288,33.9,146.5,98.1
2018-01-10,CN,Beijing,pm25,398,3.1,26.8,6.0
2018-01-13,CN,Beijing,pm25,422,21.1,268.6,100.0
2018-06-02,CN,Beijing,pm25,468,13.0,109.7,52.9
2018-06-16,CN,Beijing,pm25,476,22.0,119.4,74.8
2018-04-09,CN,Beijing,pm25,455,32.0,154.5,78.7
2018-04-25,CN,Beijing,pm25,430,3.1,105.8,31.1
2018-05-28,CN,Beijing,pm25,463,2.1,308.0,25.8
2018-06-17,CN,Beijing,pm25,476,4.0,156.5,38.7
2018-06-23,CN,Beijing,pm25,479,20.1,94.2,55.5
2018-01-23,CN,Beijing,pm25,387,3.1,61.3,7.2
2018-02-13,CN,Beijing,pm25,317,13.0,199.9,78.7
2018-01-20,CN,Beijing,pm25,427,6.0,217.1,28.2
2018-02-16,CN,Beijing,pm25,449,5.0,915.2536470588237,26.8
2018-02-27,CN,Beijing,pm25,451,78.7,318.1,164.6
2018-04-18,CN,Beijing,pm25,363,39.9,207.0,111.6
2018-05-14,CN,Beijing,pm25,408,3.1,312.0,119.4
2018-06-01,CN,Beijing,pm25,463,3.1,144.5,31.1
2018-01-02,CN,Beijing,pm25,423,3.1,111.6,28.2
2018-01-19,CN,Beijing,pm25,428,9.1,261.6,94.2
2018-06-19,CN,Beijing,pm25,473,7.2,136.8,36.7
2018-03-23,CN,Beijing,pm25,443,35.9,199.9,111.6
2018-03-31,CN,Beijing,pm25,449,16.8,245.3,101.9
2018-04-03,CN,Beijing,pm25,441,3.1,183.8,10.0
2018-04-22,CN,Beijing,pm25,393,3.1,23.0,10.0
2018-06-06,CN,Beijing,pm25,470,5.0,111.6,54.1
2018-01-05,CN,Beijing,pm25,419,3.1,206.0,33.9
2018-01-22,CN,Beijing,pm25,424,3.1,125.2,29.2
2018-06-04,CN,Beijing,pm25,465,3.1,109.7,33.9
2018-06-11,CN,Beijing,pm25,467,25.8,117.4,59.3
2018-04-29,CN,Beijing,pm25,424,40.7,311.0,127.1
2018-06-03,CN,Beijing,pm25,476,3.1,150.5,52.9
2018-04-19,CN,Beijing,pm25,422,41.9,201.9,132.9
2018-05-01,CN,Beijing,pm25,451,6.0,242.3,35.9
2018-05-07,CN,Beijing,pm25,426,12.0,151.5,52.9
2018-01-18,CN,Beijing,pm25,416,5.0,251.5,46.0
2018-03-10,CN,Beijing,pm25,456,18.7,213.0,138.7
2018-04-20,CN,Beijing,pm25,440,35.9,217.1,117.4
2018-04-28,CN,Beijing,pm25,431,26.8,245.3,80.6
2018-05-18,CN,Beijing,pm25,462,6.0,70.9,23.9
2018-02-06,CN,Beijing,pm25,426,3.1,132.9,44.8
2018-04-05,CN,Beijing,pm25,450,14.0,113.6,48.0
2018-03-03,CN,Beijing,pm25,456,46.0,252.5,182.7
2018-01-07,CN,Beijing,pm25,432,11.0,208.0,44.0
2018-02-17,CN,Beijing,pm25,445,14.0,171.6,82.6
2018-02-09,CN,Beijing,pm25,454,3.1,131.0,35.9
2018-02-12,CN,Beijing,pm25,396,3.1,98.1,10.0
2018-02-24,CN,Beijing,pm25,449,3.1,78.7,25.8
2018-02-28,CN,Beijing,pm25,455,3.1,241.3,100.0
2018-03-18,CN,Beijing,pm25,453,61.3,161.6,100.0
2018-05-15,CN,Beijing,pm25,423,3.1,157.5,63.2
2018-01-08,CN,Beijing,pm25,421,3.1,50.1,12.0
2018-02-03,CN,Beijing,pm25,393,3.1,48.9,8.1
2018-06-07,CN,Beijing,pm25,463,3.1,148.4,20.1
2018-06-13,CN,Beijing,pm25,474,3.1,154.5,48.0
2018-06-20,CN,Beijing,pm25,463,3.1,109.7,35.9
2018-01-31,CN,Beijing,pm25,399,3.1,80.6,15.9
2018-03-15,CN,Beijing,pm25,440,3.1,255.5,11.0
2018-02-07,CN,Beijing,pm25,436,3.1,136.8,13.0
2018-02-23,CN,Beijing,pm25,410,3.1,103.9,23.9
2018-03-05,CN,Beijing,pm25,456,23.0,98.1,46.8
2018-03-29,CN,Beijing,pm25,416,3.1,109.7,38.7
2018-04-16,CN,Beijing,pm25,427,14.9,266.6,74.8
2018-05-17,CN,Beijing,pm25,450,3.1,153.5,37.9
2018-01-09,CN,Beijing,pm25,396,3.1,52.1,7.2
2018-01-28,CN,Beijing,pm25,417,3.1,163.6,9.1
2018-05-26,CN,Beijing,pm25,475,10.0,240.3,101.9
2018-02-14,CN,Beijing,pm25,442,3.1,127.1,10.0
2018-03-13,CN,Beijing,pm25,455,169.6,397.4,249.3
2018-04-04,CN,Beijing,pm25,437,3.1,44.8,22.0
2018-05-06,CN,Beijing,pm25,433,14.0,268.6,54.9
2018-05-30,CN,Beijing,pm25,314,2.1,74.8,14.9
2018-01-14,CN,Beijing,pm25,428,10.0,278.7,177.7
2018-02-02,CN,Beijing,pm25,399,3.1,21.1,8.1
2018-05-05,CN,Beijing,pm25,435,21.1,212.0,82.6
2018-05-13,CN,Beijing,pm25,422,13.0,134.9,44.0
2018-06-05,CN,Beijing,pm25,463,14.9,98.1,38.7
2018-04-11,CN,Beijing,pm25,449,3.1,247.3,18.7
2018-04-12,CN,Beijing,pm25,431,3.1,365.6,33.9
2018-05-03,CN,Beijing,pm25,368,3.1,44.0,13.0
2018-05-11,CN,Beijing,pm25,417,25.8,146.5,72.9
2018-03-08,CN,Beijing,pm25,451,3.1,179.7,48.0
2018-04-27,CN,Beijing,pm25,428,8.1,131.0,41.9
2018-03-07,CN,Beijing,pm25,455,13.0,100.0,46.0
2018-05-12,CN,Beijing,pm25,432,13.0,292.8,155.5
2018-06-09,CN,Beijing,pm25,309,3.1,54.1,16.8
2018-06-22,CN,Beijing,pm25,453,16.8,172.7,50.9
2018-01-25,CN,Beijing,pm25,401,3.1,86.4,9.1
2018-03-06,CN,Beijing,pm25,448,15.9,82.6,39.9
2018-02-23,CN,Shanghai,pm25,216,13.0,76.8,54.1
2018-03-22,CN,Shanghai,pm25,212,52.1,131.0,72.9
2018-04-30,CN,Shanghai,pm25,214,23.0,123.2,86.4
2018-05-02,CN,Shanghai,pm25,211,6.0,117.4,61.3
2018-05-23,CN,Shanghai,pm25,240,18.7,54.1,33.9
2018-05-25,CN,Shanghai,pm25,240,12.0,39.9,24.9
2018-01-16,CN,Shanghai,pm25,213,16.8,160.5,41.9
2018-02-21,CN,Shanghai,pm25,216,10.0,61.3,33.9
2018-06-21,CN,Shanghai,pm25,233,6.0,34.9,20.1
2018-05-11,CN,Shanghai,pm25,212,6.0,34.9,22.0
2018-05-13,CN,Shanghai,pm25,216,31.1,169.6,78.7
2018-06-08,CN,Shanghai,pm25,233,1.2,54.1,25.4
2018-06-15,CN,Shanghai,pm25,238,4.0,82.6,18.7
2018-06-18,CN,Shanghai,pm25,238,8.1,39.9,22.0
2018-06-30,CN,Shanghai,pm25,240,3.1,39.9,20.1
2018-01-03,CN,Shanghai,pm25,214,4.0,52.1,21.1
2018-03-27,CN,Shanghai,pm25,209,20.1,151.5,61.3
2018-04-22,CN,Shanghai,pm25,198,9.1,50.1,26.8
2018-05-28,CN,Shanghai,pm25,234,38.7,129.0,72.9
2018-06-29,CN,Shanghai,pm25,236,11.0,70.9,30.1
2018-04-09,CN,Shanghai,pm25,216,14.9,76.8,40.7
2018-04-18,CN,Shanghai,pm25,177,29.2,55.5,42.8
2018-02-16,CN,Shanghai,pm25,214,1.2,48.0,14.0
2018-02-24,CN,Shanghai,pm25,216,16.8,67.1,38.7
2018-03-01,CN,Shanghai,pm25,212,16.8,148.4,61.3
2018-03-29,CN,Shanghai,pm25,208,9.1,67.1,23.9
2018-03-31,CN,Shanghai,pm25,216,5.0,61.3,30.1
2018-01-20,CN,Shanghai,pm25,216,39.9,129.0,96.1
2018-01-21,CN,Shanghai,pm25,216,12.0,80.6,37.9
2018-01-26,CN,Shanghai,pm25,192,1.2,25.8,14.0
2018-02-05,CN,Shanghai,pm25,208,21.1,78.7,57.4
2018-03-26,CN,Shanghai,pm25,214,17.8,98.1,63.2
2018-04-13,CN,Shanghai,pm25,212,8.1,41.9,15.9
2018-04-26,CN,Shanghai,pm25,210,15.9,46.0,29.6
2018-06-28,CN,Shanghai,pm25,234,13.0,57.4,33.0
2018-01-08,CN,Shanghai,pm25,216,31.1,155.5,109.7
2018-01-10,CN,Shanghai,pm25,209,17.8,54.1,33.9
2018-01-22,CN,Shanghai,pm25,216,9.1,115.5,48.0
2018-02-01,CN,Shanghai,pm25,211,44.0,212.0,150.4
2018-02-12,CN,Shanghai,pm25,188,20.1,88.4,33.0
2018-03-07,CN,Shanghai,pm25,211,7.2,48.0,21.1
2018-03-16,CN,Shanghai,pm25,195,5.0,55.5,23.0
2018-01-02,CN,Shanghai,pm25,210,13.0,54.9,26.8
2018-01-04,CN,Shanghai,pm25,208,1.2,21.1,8.1
2018-04-16,CN,Shanghai,pm25,214,13.0,54.1,22.0
2018-05-26,CN,Shanghai,pm25,240,14.0,63.2,30.1
2018-06-04,CN,Shanghai,pm25,210,9.1,70.9,36.7
2018-01-17,CN,Shanghai,pm25,212,55.5,161.6,105.8
2018-03-11,CN,Shanghai,pm25,216,18.7,111.6,69.0
2018-04-21,CN,Shanghai,pm25,203,1.2,41.9,28.2
2018-06-02,CN,Shanghai,pm25,211,3.1,59.3,33.0
2018-01-18,CN,Shanghai,pm25,215,48.9,107.7,82.6
2018-04-04,CN,Shanghai,pm25,214,12.0,70.9,28.2
2018-02-15,CN,Shanghai,pm25,215,7.2,67.1,35.9
2018-03-17,CN,Shanghai,pm25,178,1.2,33.9,16.8
2018-04-05,CN,Shanghai,pm25,216,1.2,55.5,29.2
2018-04-23,CN,Shanghai,pm25,215,2.1,78.7,48.9
2018-05-08,CN,Shanghai,pm25,198,15.9,57.4,33.0
2018-01-09,CN,Shanghai,pm25,205,6.0,55.5,26.8
2018-02-07,CN,Shanghai,pm25,205,6.0,63.2,20.1
2018-02-02,CN,Shanghai,pm25,215,65.1,146.5,100.0
2018-02-14,CN,Shanghai,pm25,213,20.1,82.6,37.5
2018-02-17,CN,Shanghai,pm25,215,9.1,69.0,36.7
2018-03-24,CN,Shanghai,pm25,214,35.9,92.2,59.3
2018-04-01,CN,Shanghai,pm25,211,11.0,57.4,41.9
2018-04-29,CN,Shanghai,pm25,216,59.3,151.5,82.6
2018-01-27,CN,Shanghai,pm25,193,5.0,32.0,15.9
2018-01-28,CN,Shanghai,pm25,210,2.1,63.2,14.9
2018-05-16,CN,Shanghai,pm25,238,28.2,74.8,42.8
2018-06-14,CN,Shanghai,pm25,240,4.0,990.964959276018,25.8
2018-02-20,CN,Shanghai,pm25,213,13.0,67.1,47.6
2018-04-25,CN,Shanghai,pm25,213,12.0,98.1,41.9
2018-05-05,CN,Shanghai,pm25,205,3.1,44.0,24.9
2018-05-30,CN,Shanghai,pm25,237,57.4,132.9,86.4
2018-06-03,CN,Shanghai,pm25,213,6.0,74.8,34.9
2018-06-05,CN,Shanghai,pm25,229,46.0,127.1,82.6
2018-06-10,CN,Shanghai,pm25,237,24.9,70.9,41.9
2018-06-17,CN,Shanghai,pm25,240,4.0,38.7,24.9
2018-03-21,CN,Shanghai,pm25,215,1.2,61.3,23.9
2018-04-06,CN,Shanghai,pm25,205,4.0,153.5,38.7
2018-04-07,CN,Shanghai,pm25,206,8.1,38.7,23.0
2018-05-27,CN,Shanghai,pm25,240,13.0,67.1,34.9
2018-01-15,CN,Shanghai,pm25,216,22.0,82.6,33.9
2018-02-22,CN,Shanghai,pm25,216,16.8,76.8,46.8
2018-05-04,CN,Shanghai,pm25,212,13.0,69.0,42.8
2018-01-13,CN,Shanghai,pm25,214,38.7,96.1,50.9
2018-03-14,CN,Shanghai,pm25,212,3.1,63.2,20.1
2018-05-10,CN,Shanghai,pm25,155,14.0,34.9,21.1
2018-05-29,CN,Shanghai,pm25,234,46.8,268.6,109.7
2018-06-09,CN,Shanghai,pm25,238,3.1,46.8,24.9
2018-02-19,CN,Shanghai,pm25,214,1.2,57.4,13.0
2018-03-03,CN,Shanghai,pm25,216,5.0,57.4,28.2
2018-03-28,CN,Shanghai,pm25,210,2.1,72.9,48.0
2018-05-19,CN,Shanghai,pm25,229,7.2,55.5,30.1
2018-05-21,CN,Shanghai,pm25,240,1.2,46.8,22.0
2018-06-24,CN,Shanghai,pm25,235,5.0,36.7,21.6
2018-02-27,CN,Shanghai,pm25,216,22.0,54.1,37.9
2018-03-08,CN,Shanghai,pm25,207,8.1,107.7,26.8
2018-04-20,CN,Shanghai,pm25,213,4.0,50.9,25.8
2018-04-24,CN,Shanghai,pm25,215,6.0,50.9,20.1
2018-07-01,CN,Shanghai,pm25,240,1.2,30.1,15.9
2018-01-06,CN,Shanghai,pm25,213,31.1,90.3,59.3
2018-03-19,CN,Shanghai,pm25,211,2.1,67.1,29.2
2018-03-30,CN,Shanghai,pm25,210,5.0,48.9,24.9
2018-04-14,CN,Shanghai,pm25,216,11.0,69.0,26.8
2018-05-17,CN,Shanghai,pm25,240,18.7,78.7,36.3
2018-01-29,CN,Shanghai,pm25,179,52.9,153.5,92.2
2018-03-02,CN,Shanghai,pm25,216,9.1,35.9,19.7
2018-01-12,CN,Shanghai,pm25,215,13.0,52.1,31.1
2018-03-04,CN,Shanghai,pm25,211,6.0,61.3,25.8
2018-03-25,CN,Shanghai,pm25,200,44.0,125.2,67.1
2018-04-03,CN,Shanghai,pm25,216,20.1,50.9,32.0
2018-04-15,CN,Shanghai,pm25,216,18.7,98.1,50.1
2018-01-07,CN,Shanghai,pm25,207,9.1,44.8,21.1
2018-01-11,CN,Shanghai,pm25,213,24.9,63.2,44.0
2018-05-07,CN,Shanghai,pm25,202,7.2,67.1,32.0
2018-06-06,CN,Shanghai,pm25,232,29.2,100.0,55.5
2018-06-11,CN,Shanghai,pm25,237,25.8,117.4,55.5
2018-02-25,CN,Shanghai,pm25,216,10.0,65.1,32.0
2018-02-26,CN,Shanghai,pm25,214,15.9,63.2,39.9
2018-04-19,CN,Shanghai,pm25,204,11.0,52.1,36.7
2018-05-24,CN,Shanghai,pm25,238,11.0,55.5,33.0
2018-06-07,CN,Shanghai,pm25,239,7.2,990.964959276018,29.2
2018-06-20,CN,Shanghai,pm25,240,1.2,36.7,14.9
2018-02-04,CN,Shanghai,pm25,216,16.8,55.5,35.9
2018-03-23,CN,Shanghai,pm25,216,52.1,138.7,94.2
2018-02-10,CN,Shanghai,pm25,214,15.9,144.5,70.9
2018-04-11,CN,Shanghai,pm25,197,20.1,92.2,55.5
2018-03-05,CN,Shanghai,pm25,211,1.2,70.9,18.7
2018-03-20,CN,Shanghai,pm25,201,10.0,90.3,46.8
2018-05-18,CN,Shanghai,pm25,239,23.9,86.4,50.1
2018-06-12,CN,Shanghai,pm25,237,15.9,109.7,63.2
2018-06-22,CN,Shanghai,pm25,238,3.1,41.9,26.8
2018-06-27,CN,Shanghai,pm25,232,16.8,61.3,35.9
2018-01-01,CN,Shanghai,pm25,144,10.0,142.6,44.0
2018-02-08,CN,Shanghai,pm25,214,33.9,123.2,80.6
2018-04-10,CN,Shanghai,pm25,173,14.0,39.9,28.2
2018-05-03,CN,Shanghai,pm25,185,9.1,55.5,31.1
2018-05-31,CN,Shanghai,pm25,238,11.0,138.7,39.9
2018-01-24,CN,Shanghai,pm25,213,6.0,37.9,20.1
2018-03-18,CN,Shanghai,pm25,210,1.2,67.1,22.0
2018-03-10,CN,Shanghai,pm25,215,20.1,109.7,72.9
2018-05-09,CN,Shanghai,pm25,194,15.9,59.3,33.0
2018-06-19,CN,Shanghai,pm25,235,7.2,54.9,25.8
2018-01-25,CN,Shanghai,pm25,212,4.0,20.1,12.0
2018-02-06,CN,Shanghai,pm25,214,13.0,78.7,24.9
2018-04-02,CN,Shanghai,pm25,214,20.1,86.4,41.9
2018-05-15,CN,Shanghai,pm25,225,34.9,76.8,54.1
2018-05-20,CN,Shanghai,pm25,239,1.2,34.9,12.0
2018-06-16,CN,Shanghai,pm25,235,1.2,42.8,25.8
2018-06-26,CN,Shanghai,pm25,234,10.0,70.9,42.8
2018-01-19,CN,Shanghai,pm25,212,67.1,202.9,115.5
2018-02-28,CN,Shanghai,pm25,214,11.0,57.4,30.1
2018-02-11,CN,Shanghai,pm25,216,14.0,90.3,31.1
2018-03-12,CN,Shanghai,pm25,207,13.0,42.8,23.0
2018-03-15,CN,Shanghai,pm25,203,8.1,98.1,36.7
2018-04-12,CN,Shanghai,pm25,213,6.0,48.9,25.8
2018-06-13,CN,Shanghai,pm25,233,11.0,990.964959276018,54.1
2018-01-05,CN,Shanghai,pm25,204,1.2,82.6,18.7
2018-01-23,CN,Shanghai,pm25,212,17.8,225.1,44.0
2018-05-12,CN,Shanghai,pm25,216,16.8,166.6,50.9
2018-03-06,CN,Shanghai,pm25,208,3.1,31.1,16.8
2018-04-17,CN,Shanghai,pm25,193,13.0,54.1,33.9
2018-05-06,CN,Shanghai,pm25,216,20.1,103.9,40.7
2018-05-22,CN,Shanghai,pm25,235,9.1,990.964959276018,23.9
2018-03-09,CN,Shanghai,pm25,215,10.0,74.8,38.7
2018-06-23,CN,Shanghai,pm25,235,2.1,35.9,12.0
2018-02-03,CN,Shanghai,pm25,215,15.9,63.2,27.3
2018-02-18,CN,Shanghai,pm25,216,2.1,30.1,14.9
2018-06-01,CN,Shanghai,pm25,235,6.0,105.8,29.6
2018-02-09,CN,Shanghai,pm25,216,33.9,100.0,59.3
2018-05-01,CN,Shanghai,pm25,214,14.9,80.6,46.0
2018-01-31,CN,Shanghai,pm25,212,138.7,232.2,169.6
2018-02-13,CN,Shanghai,pm25,148,16.8,98.1,33.0
2018-03-13,CN,Shanghai,pm25,212,10.0,78.7,24.9
2018-04-08,CN,Shanghai,pm25,214,18.7,55.5,33.0
2018-04-27,CN,Shanghai,pm25,212,17.8,165.6,70.9
2018-04-28,CN,Shanghai,pm25,216,54.1,170.6,105.8
2018-01-14,CN,Shanghai,pm25,213,10.0,67.1,31.1
2018-01-30,CN,Shanghai,pm25,207,113.6,236.2,188.8
2018-05-14,CN,Shanghai,pm25,216,39.9,74.8,55.5
2018-06-25,CN,Shanghai,pm25,239,21.1,80.6,36.7
2018-01-29,CN,Wuhan,pm25,301,37.9,119.4,72.9
2018-02-03,CN,Wuhan,pm25,400,11.0,52.1,25.8
2018-04-07,CN,Wuhan,pm25,406,5.0,92.2,23.9
2018-05-08,CN,Wuhan,pm25,402,4.0,46.8,21.1
2018-05-09,CN,Wuhan,pm25,368,10.0,70.9,32.0
2018-03-05,CN,Wuhan,pm25,380,5.0,46.0,23.9
2018-03-14,CN,Wuhan,pm25,407,16.8,100.0,52.1
2018-04-19,CN,Wuhan,pm25,408,20.1,80.6,46.8
2018-04-08,CN,Wuhan,pm25,385,14.9,88.4,33.9
2018-05-20,CN,Wuhan,pm25,402,3.1,63.2,25.8
2018-02-27,CN,Wuhan,pm25,383,8.1,86.4,31.1
2018-03-01,CN,Wuhan,pm25,374,22.0,100.0,50.9
2018-03-26,CN,Wuhan,pm25,408,13.0,98.1,42.8
2018-02-23,CN,Wuhan,pm25,383,12.0,109.7,55.5
2018-04-23,CN,Wuhan,pm25,393,2.1,57.4,13.0
2018-06-22,CN,Wuhan,pm25,407,2.1,57.4,24.9
2018-02-07,CN,Wuhan,pm25,408,34.9,152.5,76.8
2018-02-28,CN,Wuhan,pm25,383,2.1,76.8,31.1
2018-03-04,CN,Wuhan,pm25,383,2.1,82.6,44.0
2018-04-15,CN,Wuhan,pm25,408,25.8,123.2,52.1
2018-01-19,CN,Wuhan,pm25,405,78.7,217.1,140.7
2018-01-23,CN,Wuhan,pm25,400,63.2,159.5,103.9
2018-02-01,CN,Wuhan,pm25,408,33.0,148.4,69.0
2018-01-26,CN,Wuhan,pm25,369,15.9,67.1,34.9
2018-02-04,CN,Wuhan,pm25,404,16.8,67.1,32.0
2018-04-12,CN,Wuhan,pm25,321,25.8,98.1,61.3
2018-04-18,CN,Wuhan,pm25,340,25.8,103.9,52.1
2018-04-21,CN,Wuhan,pm25,396,14.0,76.8,36.7
2018-03-18,CN,Wuhan,pm25,406,3.1,59.3,17.8
2018-04-03,CN,Wuhan,pm25,408,22.0,90.3,52.1
2018-04-04,CN,Wuhan,pm25,402,18.7,92.2,48.0
2018-05-26,CN,Wuhan,pm25,397,1.2,44.8,14.0
2018-01-20,CN,Wuhan,pm25,306,46.8,230.2,151.5
2018-02-19,CN,Wuhan,pm25,384,9.1,96.1,34.9
2018-05-06,CN,Wuhan,pm25,397,2.1,37.9,14.9
2018-06-19,CN,Wuhan,pm25,235,1.2,76.8,21.1
2018-06-29,CN,Wuhan,pm25,398,5.0,67.1,29.2
2018-03-16,CN,Wuhan,pm25,395,11.0,965.223113122172,26.8
2018-05-16,CN,Wuhan,pm25,392,5.0,48.9,23.0
2018-06-01,CN,Wuhan,pm25,401,11.0,100.0,39.9
2018-05-25,CN,Wuhan,pm25,406,2.1,94.2,41.9
2018-06-27,CN,Wuhan,pm25,368,2.1,52.1,16.8
2018-02-18,CN,Wuhan,pm25,377,3.1,117.4,78.7
2018-05-04,CN,Wuhan,pm25,401,9.1,132.9,33.9
2018-05-13,CN,Wuhan,pm25,405,6.0,88.4,41.9
2018-06-16,CN,Wuhan,pm25,407,17.8,67.1,46.0
2018-01-30,CN,Wuhan,pm25,403,22.0,165.6,67.1
2018-04-22,CN,Wuhan,pm25,388,2.1,69.0,39.9
2018-05-27,CN,Wuhan,pm25,391,14.9,176.7,57.4
2018-05-14,CN,Wuhan,pm25,392,11.0,113.6,34.9
