Date,Country,City,Specie,count,min (ppb),max (ppb),median (ppb)
2018-03-14,US,Jacksonville,o3,48,5.0,23.0,15.0
2018-03-19,US,Jacksonville,o3,48,4.0,16.0,9.0
2018-04-02,US,Jacksonville,o3,43,1.0,20.0,9.0
2018-06-23,US,Jacksonville,o3,120,2.0,11.0,7.0
2018-02-16,US,Jacksonville,o3,48,2.0,18.0,9.0
2018-03-30,US,Jacksonville,o3,48,3.0,17.0,11.0
2018-04-03,US,Jacksonville,o3,48,0.0,17.0,10.0
2018-04-23,US,Jacksonville,o3,48,3.0,19.0,11.0
2018-04-30,US,Jacksonville,o3,48,14.0,24.0,21.0
2018-05-02,US,Jacksonville,o3,45,2.0,21.0,18.0
2018-06-05,US,Jacksonville,o3,144,4.0,28.0,16.0
2018-06-25,US,Jacksonville,o3,102,1.0,20.0,9.0
2018-06-27,US,Jacksonville,o3,108,0.0,28.0,12.0
2018-02-27,US,Jacksonville,o3,47,7.0,20.0,15.0
2018-03-03,US,Jacksonville,o3,48,6.0,22.0,17.0
2018-05-07,US,Jacksonville,o3,47,4.0,27.0,18.0
2018-05-26,US,Jacksonville,o3,132,0.0,12.0,10.0
2018-06-07,US,Jacksonville,o3,132,1.0,28.0,11.0
2018-03-09,US,Jacksonville,o3,46,6.0,23.0,17.0
2018-04-18,US,Jacksonville,o3,45,4.0,28.0,19.0
2018-06-19,US,Jacksonville,o3,138,2.0,29.0,12.0
2018-06-24,US,Jacksonville,o3,120,2.0,12.0,8.0
2018-03-23,US,Jacksonville,o3,47,4.0,25.0,16.0
2018-04-25,US,Jacksonville,o3,45,4.0,22.0,15.0
2018-06-16,US,Jacksonville,o3,141,0.0,17.0,5.0
2018-01-25,US,Jacksonville,o3,44,11.0,19.0,15.0
2018-02-10,US,Jacksonville,o3,47,4.0,11.0,9.0
2018-02-25,US,Jacksonville,o3,48,3.0,17.0,10.0
2018-03-13,US,Jacksonville,o3,48,6.0,23.0,15.0
2018-05-06,US,Jacksonville,o3,48,2.0,21.0,9.0
2018-01-18,US,Jacksonville,o3,48,4.0,18.0,12.0
2018-01-28,US,Jacksonville,o3,48,4.0,17.0,14.0
2018-05-04,US,Jacksonville,o3,45,4.0,22.0,16.0
2018-05-24,US,Jacksonville,o3,144,2.0,23.0,8.0
2018-06-08,US,Jacksonville,o3,138,2.0,24.0,11.0
2018-01-03,US,Jacksonville,o3,44,9.0,17.0,11.0
2018-01-22,US,Jacksonville,o3,46,1.0,18.0,14.0
2018-05-09,US,Jacksonville,o3,46,0.0,24.0,17.0
2018-05-20,US,Jacksonville,o3,144,4.0,15.0,10.0
2018-05-28,US,Jacksonville,o3,144,1.0,19.0,10.0
2018-01-02,US,Jacksonville,o3,39,11.0,16.0,15.0
2018-01-13,US,Jacksonville,o3,48,6.0,16.0,9.0
2018-02-09,US,Jacksonville,o3,47,6.0,19.0,15.0
2018-02-19,US,Jacksonville,o3,48,4.0,16.0,9.0
2018-05-27,US,Jacksonville,o3,144,5.0,15.0,11.0
2018-06-20,US,Jacksonville,o3,144,2.0,27.0,9.0
2018-01-20,US,Jacksonville,o3,46,0.0,20.0,9.0
2018-02-24,US,Jacksonville,o3,45,0.0,17.0,12.0
2018-03-16,US,Jacksonville,o3,46,11.0,28.0,20.0
2018-03-24,US,Jacksonville,o3,48,0.0,29.0,22.0
2018-03-27,US,Jacksonville,o3,47,5.0,22.0,17.0
2018-04-06,US,Jacksonville,o3,48,2.0,24.0,18.0
2018-06-09,US,Jacksonville,o3,144,2.0,22.0,15.0
2018-03-20,US,Jacksonville,o3,48,6.0,22.0,10.0
2018-04-08,US,Jacksonville,o3,46,10.0,20.0,15.0
2018-05-10,US,Jacksonville,o3,48,0.0,34.0,19.0
2018-05-11,US,Jacksonville,o3,46,9.0,29.0,20.0
2018-05-15,US,Jacksonville,o3,138,10.0,18.0,15.0
2018-05-22,US,Jacksonville,o3,144,6.0,12.0,10.0
2018-06-01,US,Jacksonville,o3,141,2.0,21.0,8.0
2018-01-15,US,Jacksonville,o3,47,4.0,19.0,12.0
2018-01-26,US,Jacksonville,o3,43,6.0,17.0,16.0
2018-02-13,US,Jacksonville,o3,45,8.0,11.0,10.0
2018-02-28,US,Jacksonville,o3,45,1.0,20.0,14.0
2018-04-16,US,Jacksonville,o3,47,12.0,22.0,18.0
2018-05-30,US,Jacksonville,o3,144,1.0,12.0,8.0
2018-01-04,US,Jacksonville,o3,48,8.0,17.0,11.0
2018-02-03,US,Jacksonville,o3,48,9.0,19.0,17.0
2018-02-04,US,Jacksonville,o3,48,7.0,17.0,12.0
2018-02-20,US,Jacksonville,o3,48,2.0,11.0,8.0
2018-05-08,US,Jacksonville,o3,45,2.0,21.0,14.0
2018-05-25,US,Jacksonville,o3,132,0.0,10.0,9.0
2018-06-22,US,Jacksonville,o3,130,4.0,19.0,9.0
2018-01-06,US,Jacksonville,o3,47,1.0,17.0,10.0
2018-02-18,US,Jacksonville,o3,48,5.0,12.0,9.0
2018-02-21,US,Jacksonville,o3,48,2.0,10.0,8.0
2018-04-17,US,Jacksonville,o3,48,6.0,24.0,18.0
2018-04-24,US,Jacksonville,o3,48,2.0,23.0,17.0
2018-06-10,US,Jacksonville,o3,144,2.0,21.0,12.0
2018-01-10,US,Jacksonville,o3,43,10.0,16.0,15.0
2018-04-15,US,Jacksonville,o3,48,6.0,20.0,11.0
2018-04-19,US,Jacksonville,o3,48,12.0,23.0,19.0
2018-04-20,US,Jacksonville,o3,48,14.0,24.0,19.0
2018-06-11,US,Jacksonville,o3,144,0.0,19.0,11.0
2018-01-31,US,Jacksonville,o3,46,2.0,19.0,6.0
2018-03-06,US,Jacksonville,o3,46,2.0,23.0,17.0
2018-03-28,US,Jacksonville,o3,47,0.0,21.0,18.0
2018-04-04,US,Jacksonville,o3,48,2.0,15.0,11.0
2018-04-12,US,Jacksonville,o3,41,0.0,24.0,11.0
2018-04-13,US,Jacksonville,o3,46,1.0,23.0,18.0
2018-05-03,US,Jacksonville,o3,48,4.0,25.0,19.0
2018-06-30,US,Jacksonville,o3,120,2.0,16.0,9.0
2018-01-05,US,Jacksonville,o3,43,1.0,15.0,11.0
2018-02-14,US,Jacksonville,o3,42,6.0,11.0,9.0
2018-02-26,US,Jacksonville,o3,46,0.0,15.0,7.0
2018-03-17,US,Jacksonville,o3,48,2.0,25.0,15.0
2018-04-21,US,Jacksonville,o3,44,18.0,24.0,21.0
2018-04-27,US,Jacksonville,o3,46,11.0,25.0,17.0
2018-06-06,US,Jacksonville,o3,144,6.0,22.0,15.0
2018-02-05,US,Jacksonville,o3,47,5.0,17.0,10.0
2018-02-12,US,Jacksonville,o3,48,1.0,10.0,7.0
2018-03-01,US,Jacksonville,o3,46,6.0,16.0,12.0
2018-03-11,US,Jacksonville,o3,48,0.0,25.0,16.0
2018-04-26,US,Jacksonville,o3,48,1.0,27.0,17.0
2018-01-29,US,Jacksonville,o3,48,3.0,15.0,11.0
2018-03-21,US,Jacksonville,o3,42,11.0,21.0,18.0
2018-05-01,US,Jacksonville,o3,45,2.0,25.0,16.0
2018-06-26,US,Jacksonville,o3,120,1.0,21.0,8.0
2018-01-01,US,Jacksonville,o3,48,8.0,16.0,12.0
2018-02-11,US,Jacksonville,o3,48,6.0,15.0,9.0
2018-04-11,US,Jacksonville,o3,47,5.0,23.0,11.0
2018-05-12,US,Jacksonville,o3,48,2.0,28.0,17.0
2018-05-17,US,Jacksonville,o3,144,6.0,15.0,10.0
2018-03-29,US,Jacksonville,o3,45,11.0,23.0,17.0
2018-01-08,US,Jacksonville,o3,42,1.0,16.0,11.0
2018-01-19,US,Jacksonville,o3,42,0.0,21.0,8.0
2018-02-07,US,Jacksonville,o3,46,5.0,19.0,15.0
2018-02-17,US,Jacksonville,o3,48,4.0,17.0,7.0
2018-03-08,US,Jacksonville,o3,44,8.0,21.0,14.0
2018-03-10,US,Jacksonville,o3,48,3.0,29.0,16.0
2018-03-15,US,Jacksonville,o3,48,3.0,25.0,17.0
2018-07-01,US,Jacksonville,o3,120,1.0,15.0,8.0
